"Day No","Period No","Teacher Code","Precedes","Session No","Session Name","Session Code","Unavailable"
"7","6","KNO","False","1","After Period 6 Day 7","AS","False"
"3","2","KNO","False","1","After Period 2 Day 3","R","True"
"3","4","KNO","False","1","After Period 4 Day 3","L1","True"
"3","5","KNO","True","1","Before Period 5 Day 3","L2","True"
"3","6","KNO","False","1","After Period 6 Day 3","AS","True"
"5","6","KNO","False","1","After Period 6 Day 5","AS","True"
"6","6","KNO","False","1","After Period 6 Day 6","AS","True"
"8","6","KNO","False","1","After Period 6 Day 8","AS","True"
"9","4","KNO","False","1","After Period 4 Day 9","L1","True"
"9","5","KNO","True","1","Before Period 5 Day 9","L2","True"
"10","6","KNO","False","1","After Period 6 Day 10","AS","True"
"5","1","LIA","True","1","Before Period 1 Day 5","BS","False"
"5","2","LIA","False","1","After Period 2 Day 5","R","False"
"5","4","LIA","False","1","After Period 4 Day 5","L1","False"
"5","5","LIA","True","1","Before Period 5 Day 5","L2","False"
"5","6","LIA","False","1","After Period 6 Day 5","AS","False"
"10","1","LIA","True","1","Before Period 1 Day 10","BS","False"
"10","2","LIA","False","1","After Period 2 Day 10","R","False"
"10","4","LIA","False","1","After Period 4 Day 10","L1","False"
"10","5","LIA","True","1","Before Period 5 Day 10","L2","False"
"10","6","LIA","False","1","After Period 6 Day 10","AS","False"
"6","6","LIA","False","1","After Period 6 Day 6","AS","True"
"4","6","LIA","False","1","After Period 6 Day 4","AS","True"
"4","4","LIA","False","1","After Period 4 Day 4","L1","True"
"4","5","LIA","True","1","Before Period 5 Day 4","L2","True"
"1","6","LIA","False","1","AfterPeriod6Day1","AS","True"
"4","1","LIA","True","1","Before Period 1 Day 4","BS","False"
"4","2","LIA","False","1","After Period 2 Day 4","R","False"
"9","1","LIA","True","1","Before Period 1 Day 9","BS","False"
"9","2","LIA","False","1","After Period 2 Day 9","R","False"
"9","4","LIA","False","1","After Period 4 Day 9","L1","False"
"9","5","LIA","True","1","Before Period 5 Day 9","L2","False"
"9","6","LIA","False","1","After Period 6 Day 9","AS","False"
"2","6","LIA","False","1","After Period 6 Day 2","AS","True"
"2","5","LIA","True","1","Before Period 5 Day 2","L2","True"
"2","4","LIA","False","1","After Period 4 Day 2","L1","True"
"3","2","LIA","False","1","After Period 2 Day 3","R","True"
"7","2","LIA","False","1","After Period 2 Day 7","R","True"
"7","4","LIA","False","1","After Period 4 Day 7","L1","True"
"7","5","LIA","True","1","Before Period 5 Day 7","L2","True"
"7","6","LIA","False","1","After Period 6 Day 7","AS","True"
"5","1","MAN","True","1","Before Period 1 Day 5","BS","False"
"5","2","MAN","False","1","After Period 2 Day 5","R","False"
"5","4","MAN","False","1","After Period 4 Day 5","L1","False"
"5","5","MAN","True","1","Before Period 5 Day 5","L2","False"
"5","6","MAN","False","1","After Period 6 Day 5","AS","False"
"7","1","MAN","True","1","Before Period 1 Day 7","BS","False"
"7","2","MAN","False","1","After Period 2 Day 7","R","False"
"7","4","MAN","False","1","After Period 4 Day 7","L1","False"
"7","5","MAN","True","1","Before Period 5 Day 7","L2","False"
"7","6","MAN","False","1","After Period 6 Day 7","AS","False"
"10","1","MAN","True","1","Before Period 1 Day 10","BS","False"
"10","2","MAN","False","1","After Period 2 Day 10","R","False"
"10","4","MAN","False","1","After Period 4 Day 10","L1","False"
"10","5","MAN","True","1","Before Period 5 Day 10","L2","False"
"10","6","MAN","False","1","After Period 6 Day 10","AS","False"
"3","2","MAN","False","1","After Period 2 Day 3","R","True"
"6","6","MAN","False","1","After Period 6 Day 6","AS","True"
"4","2","MAN","False","1","After Period 2 Day 4","R","True"
"8","4","MAN","False","1","After Period 4 Day 8","L1","True"
"4","4","MAN","False","1","After Period 4 Day 4","L1","True"
"4","5","MAN","True","1","Before Period 5 Day 4","L2","True"
"1","6","MAN","False","1","AfterPeriod6Day1","AS","True"
"4","1","MAN","True","1","Before Period 1 Day 4","BS","False"
"4","6","MAN","False","1","After Period 6 Day 4","AS","False"
"9","1","MAN","True","1","Before Period 1 Day 9","BS","False"
"9","2","MAN","False","1","After Period 2 Day 9","R","False"
"9","6","MAN","False","1","After Period 6 Day 9","AS","False"
"2","4","MAN","False","1","After Period 4 Day 2","L1","True"
"2","5","MAN","True","1","Before Period 5 Day 2","L2","True"
"8","2","MAN","False","1","After Period 2 Day 8","R","True"
"9","4","MAN","False","1","After Period 4 Day 9","L1","False"
"9","5","MAN","True","1","Before Period 5 Day 9","L2","False"
"3","1","MAR","True","1","Before Period 1 Day 3","BS","False"
"3","2","MAR","False","1","After Period 2 Day 3","R","False"
"3","4","MAR","False","1","After Period 4 Day 3","L1","False"
"3","5","MAR","True","1","Before Period 5 Day 3","L2","False"
"3","6","MAR","False","1","After Period 6 Day 3","AS","False"
"8","1","MAR","True","1","Before Period 1 Day 8","BS","False"
"8","2","MAR","False","1","After Period 2 Day 8","R","False"
"8","4","MAR","False","1","After Period 4 Day 8","L1","False"
"8","5","MAR","True","1","Before Period 5 Day 8","L2","False"
"8","6","MAR","False","1","After Period 6 Day 8","AS","False"
"4","6","MAR","False","1","After Period 6 Day 4","AS","True"
"10","6","MAR","False","1","After Period 6 Day 10","AS","True"
"9","6","MAR","False","1","After Period 6 Day 9","AS","True"
"6","4","MAR","False","1","After Period 4 Day 6","L1","True"
"6","5","MAR","True","1","Before Period 5 Day 6","L2","True"
"5","4","MAR","False","1","After Period 4 Day 5","L1","True"
"5","6","MAR","False","1","After Period 6 Day 5","AS","True"
"5","2","MAR","False","1","After Period 2 Day 5","R","True"
"9","2","MAR","False","1","After Period 2 Day 9","R","True"
"1","4","MAR","False","1","AfterPeriod4Day1","L1","True"
"2","2","MAR","False","1","After Period 2 Day 2","R","True"
"2","4","MAR","False","1","After Period 4 Day 2","L1","True"
"10","4","MAR","False","1","After Period 4 Day 10","L1","True"
"10","5","MAR","True","1","Before Period 5 Day 10","L2","True"
"1","6","MAR","False","1","AfterPeriod6Day1","AS","True"
"1","5","MAR","True","1","BeforePeriod5Day1","L2","True"
"4","6","MLM","False","1","After Period 6 Day 4","AS","True"
"10","2","MLM","False","1","After Period 2 Day 10","R","True"
"9","6","MLM","False","1","After Period 6 Day 9","AS","True"
"4","2","MLM","False","1","After Period 2 Day 4","R","True"
"4","4","MLM","False","1","After Period 4 Day 4","L1","True"
"4","5","MLM","True","1","Before Period 5 Day 4","L2","True"
"5","4","MLM","False","1","After Period 4 Day 5","L1","True"
"5","5","MLM","True","1","Before Period 5 Day 5","L2","True"
"9","4","MLM","False","1","After Period 4 Day 9","L1","True"
"9","5","MLM","True","1","Before Period 5 Day 9","L2","True"
"9","2","MLM","False","1","After Period 2 Day 9","R","True"
"5","2","MLM","False","1","After Period 2 Day 5","R","True"
"8","6","MLM","False","1","After Period 6 Day 8","AS","True"
"3","6","MLM","False","1","After Period 6 Day 3","AS","True"
"2","6","MLM","False","1","After Period 6 Day 2","AS","True"
"6","6","MLM","False","1","After Period 6 Day 6","AS","True"
"7","2","MLM","False","1","After Period 2 Day 7","R","True"
"7","6","MLM","False","1","After Period 6 Day 7","AS","True"
"1","6","MLM","False","1","AfterPeriod6Day1","AS","True"
"2","6","MAZ","False","1","After Period 6 Day 2","AS","True"
"3","4","MAZ","False","1","After Period 4 Day 3","L1","True"
"3","5","MAZ","True","1","Before Period 5 Day 3","L2","True"
"3","6","MAZ","False","1","After Period 6 Day 3","AS","True"
"4","6","MAZ","False","1","After Period 6 Day 4","AS","True"
"7","4","MAZ","False","1","After Period 4 Day 7","L1","True"
"7","5","MAZ","True","1","Before Period 5 Day 7","L2","True"
"8","6","MAZ","False","1","After Period 6 Day 8","AS","True"
"8","4","MAZ","False","1","After Period 4 Day 8","L1","True"
"8","5","MAZ","True","1","Before Period 5 Day 8","L2","True"
"1","6","MAZ","False","1","AfterPeriod6Day1","AS","True"
"4","4","MAZ","False","1","After Period 4 Day 4","L1","True"
"4","5","MAZ","True","1","Before Period 5 Day 4","L2","True"
"7","2","MAZ","False","1","After Period 2 Day 7","R","True"
"2","2","MAZ","False","1","After Period 2 Day 2","R","True"
"2","4","MAZ","False","1","After Period 4 Day 2","L1","True"
"3","2","MAZ","False","1","After Period 2 Day 3","R","True"
"6","2","MAZ","False","1","After Period 2 Day 6","R","True"
"8","6","MCI","False","1","After Period 6 Day 8","AS","True"
"10","6","MCI","False","1","After Period 6 Day 10","AS","True"
"3","4","MCI","False","1","After Period 4 Day 3","L1","True"
"3","5","MCI","True","1","Before Period 5 Day 3","L2","True"
"8","4","MCI","False","1","After Period 4 Day 8","L1","True"
"8","5","MCI","True","1","Before Period 5 Day 8","L2","True"
"1","6","MCI","False","1","AfterPeriod6Day1","AS","True"
"3","6","MCI","False","1","After Period 6 Day 3","AS","True"
"5","6","MCI","False","1","After Period 6 Day 5","AS","True"
"5","2","MCI","False","1","After Period 2 Day 5","R","True"
"5","4","MCI","False","1","After Period 4 Day 5","L1","True"
"7","4","MCI","False","1","After Period 4 Day 7","L1","True"
"7","5","MCI","True","1","Before Period 5 Day 7","L2","True"
"9","2","MCI","False","1","After Period 2 Day 9","R","False"
"10","2","MCI","False","1","After Period 2 Day 10","R","True"
"10","4","MCI","False","1","After Period 4 Day 10","L1","True"
"2","2","MIR","False","1","After Period 2 Day 2","R","True"
"2","6","MIR","False","1","After Period 6 Day 2","AS","True"
"7","6","MIR","False","1","After Period 6 Day 7","AS","True"
"9","6","MIR","False","1","After Period 6 Day 9","AS","True"
"9","4","MIR","False","1","After Period 4 Day 9","L1","True"
"9","5","MIR","True","1","Before Period 5 Day 9","L2","True"
"10","6","MIR","False","1","After Period 6 Day 10","AS","True"
"4","2","MIR","False","1","After Period 2 Day 4","R","True"
"2","4","MIR","False","1","After Period 4 Day 2","L1","True"
"2","5","MIR","True","1","Before Period 5 Day 2","L2","True"
"4","6","MIR","False","1","After Period 6 Day 4","AS","True"
"4","4","MIR","False","1","After Period 4 Day 4","L1","True"
"4","5","MIR","True","1","Before Period 5 Day 4","L2","True"
"5","6","MIR","False","1","After Period 6 Day 5","AS","True"
"6","6","MIR","False","1","After Period 6 Day 6","AS","True"
"6","5","MIR","True","1","Before Period 5 Day 6","L2","True"
"6","4","MIR","False","1","After Period 4 Day 6","L1","True"
"10","4","MIR","False","1","After Period 4 Day 10","L1","True"
"10","5","MIR","True","1","Before Period 5 Day 10","L2","True"
"10","2","MIR","False","1","After Period 2 Day 10","R","True"
"1","4","MIR","False","1","AfterPeriod4Day1","L1","True"
"1","5","MIR","True","1","BeforePeriod5Day1","L2","True"
"2","2","MRE","False","1","After Period 2 Day 2","R","True"
"6","6","MRE","False","1","After Period 6 Day 6","AS","True"
"10","6","MRE","False","1","After Period 6 Day 10","AS","True"
"4","2","MRE","False","1","After Period 2 Day 4","R","True"
"4","4","MRE","False","1","After Period 4 Day 4","L1","True"
"4","5","MRE","True","1","Before Period 5 Day 4","L2","True"
"4","6","MRE","False","1","After Period 6 Day 4","AS","True"
"9","2","MRE","False","1","After Period 2 Day 9","R","True"
"1","6","MRE","False","1","AfterPeriod6Day1","AS","True"
"2","6","MRE","False","1","After Period 6 Day 2","AS","True"
"2","4","MRE","False","1","After Period 4 Day 2","L1","True"
"3","2","MRE","False","1","After Period 2 Day 3","R","True"
"5","2","MRE","False","1","After Period 2 Day 5","R","True"
"7","6","MRE","False","1","After Period 6 Day 7","AS","True"
"7","4","MRE","False","1","After Period 4 Day 7","L1","True"
"7","5","MRE","True","1","Before Period 5 Day 7","L2","True"
"8","2","MRE","False","1","After Period 2 Day 8","R","True"
"10","4","MRE","False","1","After Period 4 Day 10","L1","True"
"10","5","MRE","True","1","Before Period 5 Day 10","L2","True"
"10","2","MRE","False","1","After Period 2 Day 10","R","True"
"4","2","MMH","False","1","After Period 2 Day 4","R","True"
"10","6","MMH","False","1","After Period 6 Day 10","AS","True"
"9","6","MMH","False","1","After Period 6 Day 9","AS","True"
"5","6","MMH","False","1","After Period 6 Day 5","AS","True"
"6","4","MMH","False","1","After Period 4 Day 6","L1","True"
"6","5","MMH","True","1","Before Period 5 Day 6","L2","True"
"2","6","MMH","False","1","After Period 6 Day 2","AS","True"
"3","6","MMH","False","1","After Period 6 Day 3","AS","True"
"3","5","MMH","True","1","Before Period 5 Day 3","L2","True"
"3","4","MMH","False","1","After Period 4 Day 3","L1","True"
"3","2","MMH","False","1","After Period 2 Day 3","R","True"
"4","4","MMH","False","1","After Period 4 Day 4","L1","True"
"4","5","MMH","True","1","Before Period 5 Day 4","L2","True"
"7","2","MMH","False","1","After Period 2 Day 7","R","True"
"7","4","MMH","False","1","After Period 4 Day 7","L1","True"
"7","5","MMH","True","1","Before Period 5 Day 7","L2","True"
"8","6","MMH","False","1","After Period 6 Day 8","AS","True"
"2","2","MMH","False","1","After Period 2 Day 2","R","True"
"9","6","NIC","False","1","After Period 6 Day 9","AS","True"
"1","6","OBR","False","1","AfterPeriod6Day1","AS","True"
"2","2","OBR","False","1","After Period 2 Day 2","R","True"
"2","4","OBR","False","1","After Period 4 Day 2","L1","True"
"2","5","OBR","True","1","Before Period 5 Day 2","L2","True"
"5","6","OBR","False","1","After Period 6 Day 5","AS","True"
"6","6","OBR","False","1","After Period 6 Day 6","AS","True"
"9","6","OBR","False","1","After Period 6 Day 9","AS","True"
"10","6","OBR","False","1","After Period 6 Day 10","AS","True"
"7","4","OHA","False","1","After Period 4 Day 7","L1","True"
"7","5","OHA","True","1","Before Period 5 Day 7","L2","True"
"6","6","OHA","False","1","After Period 6 Day 6","AS","True"
"6","4","OHA","False","1","After Period 4 Day 6","L1","True"
"6","5","OHA","True","1","Before Period 5 Day 6","L2","True"
"3","2","OHA","False","1","After Period 2 Day 3","R","True"
"2","6","OHA","False","1","After Period 6 Day 2","AS","True"
"3","6","OHA","False","1","After Period 6 Day 3","AS","True"
"3","5","OHA","True","1","Before Period 5 Day 3","L2","True"
"3","4","OHA","False","1","After Period 4 Day 3","L1","True"
"4","4","OHA","False","1","After Period 4 Day 4","L1","True"
"4","5","OHA","True","1","Before Period 5 Day 4","L2","True"
"5","6","OHA","False","1","After Period 6 Day 5","AS","True"
"7","2","OHA","False","1","After Period 2 Day 7","R","True"
"9","6","OHA","False","1","After Period 6 Day 9","AS","True"
"10","6","OHA","False","1","After Period 6 Day 10","AS","True"
"2","2","OHA","False","1","After Period 2 Day 2","R","True"
"2","4","OHA","False","1","After Period 4 Day 2","L1","True"
"4","6","OHA","False","1","After Period 6 Day 4","AS","True"
"4","2","OHA","False","1","After Period 2 Day 4","R","True"
"7","6","OHA","False","1","After Period 6 Day 7","AS","True"
"8","2","OHA","False","1","After Period 2 Day 8","R","True"
"8","4","OHA","False","1","After Period 4 Day 8","L1","True"
"4","4","OSH","False","1","After Period 4 Day 4","L1","True"
"4","5","OSH","True","1","Before Period 5 Day 4","L2","True"
"4","6","OSH","False","1","After Period 6 Day 4","AS","True"
"5","6","OSH","False","1","After Period 6 Day 5","AS","True"
"6","6","OSH","False","1","After Period 6 Day 6","AS","True"
"10","6","OSH","False","1","After Period 6 Day 10","AS","True"
"1","6","OSH","False","1","AfterPeriod6Day1","AS","True"
"4","2","OSH","False","1","After Period 2 Day 4","R","True"
"2","6","OSH","False","1","After Period 6 Day 2","AS","True"
"2","2","OSH","False","1","After Period 2 Day 2","R","True"
"2","4","OSH","False","1","After Period 4 Day 2","L1","True"
"3","2","OSH","False","1","After Period 2 Day 3","R","True"
"3","4","OSH","False","1","After Period 4 Day 3","L1","True"
"7","2","OSH","False","1","After Period 2 Day 7","R","True"
"7","4","OSH","False","1","After Period 4 Day 7","L1","True"
"7","5","OSH","True","1","Before Period 5 Day 7","L2","True"
"10","2","OSH","False","1","After Period 2 Day 10","R","True"
"3","5","OSH","True","1","Before Period 5 Day 3","L2","True"
"2","2","PAL","False","1","After Period 2 Day 2","R","True"
"3","6","PAL","False","1","After Period 6 Day 3","AS","True"
"8","6","PAL","False","1","After Period 6 Day 8","AS","True"
"2","4","PAL","False","1","After Period 4 Day 2","L1","True"
"3","2","PAL","False","1","After Period 2 Day 3","R","True"
"5","6","PAL","False","1","After Period 6 Day 5","AS","True"
"7","6","PAL","False","1","After Period 6 Day 7","AS","True"
"3","6","PEL","False","1","After Period 6 Day 3","AS","True"
"3","5","PEL","True","1","Before Period 5 Day 3","L2","True"
"10","6","PEL","False","1","After Period 6 Day 10","AS","True"
"1","2","PEL","False","1","AfterPeriod2Day1","R","True"
"5","4","PEL","False","1","After Period 4 Day 5","L1","True"
"5","5","PEL","True","1","Before Period 5 Day 5","L2","True"
"8","4","PEL","False","1","After Period 4 Day 8","L1","True"
"8","2","PEL","False","1","After Period 2 Day 8","R","True"
"10","4","PEL","False","1","After Period 4 Day 10","L1","True"
"10","5","PEL","True","1","Before Period 5 Day 10","L2","True"
"3","4","PEL","False","1","After Period 4 Day 3","L1","True"
"6","6","PEL","False","1","After Period 6 Day 6","AS","True"
"7","6","PEL","False","1","After Period 6 Day 7","AS","True"
"6","6","PGE","False","1","After Period 6 Day 6","AS","True"
"4","6","PGE","False","1","After Period 6 Day 4","AS","True"
"5","6","PGE","False","1","After Period 6 Day 5","AS","True"
"4","4","PGE","False","1","After Period 4 Day 4","L1","True"
"4","5","PGE","True","1","Before Period 5 Day 4","L2","True"
"8","4","PGE","False","1","After Period 4 Day 8","L1","True"
"8","5","PGE","True","1","Before Period 5 Day 8","L2","True"
"9","2","PGE","False","1","After Period 2 Day 9","R","True"
"9","4","PGE","False","1","After Period 4 Day 9","L1","True"
"9","5","PGE","True","1","Before Period 5 Day 9","L2","True"
"9","6","PGE","False","1","After Period 6 Day 9","AS","True"
"10","6","PGE","False","1","After Period 6 Day 10","AS","True"
"2","2","PGE","False","1","After Period 2 Day 2","R","True"
"4","2","PGE","False","1","After Period 2 Day 4","R","True"
"7","2","PGE","False","1","After Period 2 Day 7","R","True"
"7","4","PGE","False","1","After Period 4 Day 7","L1","True"
"7","5","PGE","True","1","Before Period 5 Day 7","L2","True"
"2","6","RIC","False","1","After Period 6 Day 2","AS","True"
"5","6","RIC","False","1","After Period 6 Day 5","AS","True"
"7","4","RIC","False","1","After Period 4 Day 7","L1","True"
"7","5","RIC","True","1","Before Period 5 Day 7","L2","True"
"7","6","RIC","False","1","After Period 6 Day 7","AS","True"
"8","2","RIC","False","1","After Period 2 Day 8","R","True"
"7","2","RIC","False","1","After Period 2 Day 7","R","True"
"2","4","RIC","False","1","After Period 4 Day 2","L1","True"
"2","5","RIC","True","1","Before Period 5 Day 2","L2","True"
"3","5","RIC","True","1","Before Period 5 Day 3","L2","True"
"3","4","RIC","False","1","After Period 4 Day 3","L1","True"
"3","6","RIC","False","1","After Period 6 Day 3","AS","True"
"8","4","RIC","False","1","After Period 4 Day 8","L1","True"
"8","5","RIC","True","1","Before Period 5 Day 8","L2","True"
"8","6","RIC","False","1","After Period 6 Day 8","AS","True"
"9","6","RIC","False","1","After Period 6 Day 9","AS","True"
"10","6","RIC","False","1","After Period 6 Day 10","AS","True"
"7","6","RIG","False","1","After Period 6 Day 7","AS","True"
"3","2","RIG","False","1","After Period 2 Day 3","R","True"
"5","2","RIG","False","1","After Period 2 Day 5","R","True"
"1","2","RIG","False","1","AfterPeriod2Day1","R","True"
"1","4","RIG","False","1","AfterPeriod4Day1","L1","True"
"2","6","RIG","False","1","After Period 6 Day 2","AS","True"
"3","6","RIG","False","1","After Period 6 Day 3","AS","True"
"3","5","RIG","True","1","Before Period 5 Day 3","L2","True"
"3","4","RIG","False","1","After Period 4 Day 3","L1","True"
"5","4","RIG","False","1","After Period 4 Day 5","L1","True"
"5","5","RIG","True","1","Before Period 5 Day 5","L2","True"
"6","2","RIG","False","1","After Period 2 Day 6","R","True"
"8","2","RIG","False","1","After Period 2 Day 8","R","True"
"8","4","RIG","False","1","After Period 4 Day 8","L1","True"
"8","5","RIG","True","1","Before Period 5 Day 8","L2","True"
"8","6","RIG","False","1","After Period 6 Day 8","AS","True"
"9","6","RIG","False","1","After Period 6 Day 9","AS","True"
"10","2","RIG","False","1","After Period 2 Day 10","R","True"
"1","5","RIG","True","1","BeforePeriod5Day1","L2","True"
"2","6","SAN","False","1","After Period 6 Day 2","AS","True"
"5","4","SAN","False","1","After Period 4 Day 5","L1","True"
"5","5","SAN","True","1","Before Period 5 Day 5","L2","True"
"7","6","SAN","False","1","After Period 6 Day 7","AS","True"
"10","2","SAN","False","1","After Period 2 Day 10","R","True"
"1","6","SAN","False","1","AfterPeriod6Day1","AS","True"
"4","6","SAN","False","1","After Period 6 Day 4","AS","True"
"5","2","SAN","False","1","After Period 2 Day 5","R","True"
"6","6","SAN","False","1","After Period 6 Day 6","AS","True"
"6","2","SAN","False","1","After Period 2 Day 6","R","True"
"9","6","SAN","False","1","After Period 6 Day 9","AS","True"
"2","6","SCO","False","1","After Period 6 Day 2","AS","True"
"5","6","SCO","False","1","After Period 6 Day 5","AS","True"
"8","5","SCO","True","1","Before Period 5 Day 8","L2","True"
"8","4","SCO","False","1","After Period 4 Day 8","L1","True"
"10","6","SCO","False","1","After Period 6 Day 10","AS","True"
"3","6","SCO","False","1","After Period 6 Day 3","AS","True"
"6","6","SCO","False","1","After Period 6 Day 6","AS","True"
"9","6","SCO","False","1","After Period 6 Day 9","AS","True"
"8","6","SCO","False","1","After Period 6 Day 8","AS","True"
"3","5","SCO","True","1","Before Period 5 Day 3","L2","True"
"3","4","SCO","False","1","After Period 4 Day 3","L1","True"
"3","2","SCO","False","1","After Period 2 Day 3","R","True"
"6","4","SCO","False","1","After Period 4 Day 6","L1","True"
"6","5","SCO","True","1","Before Period 5 Day 6","L2","True"
"7","4","SCO","False","1","After Period 4 Day 7","L1","True"
"7","5","SCO","True","1","Before Period 5 Day 7","L2","True"
"8","2","SCO","False","1","After Period 2 Day 8","R","True"
"5","6","SMA","False","1","After Period 6 Day 5","AS","True"
"7","6","SMA","False","1","After Period 6 Day 7","AS","True"
"10","6","SMA","False","1","After Period 6 Day 10","AS","True"
"1","6","SMA","False","1","AfterPeriod6Day1","AS","True"
"9","2","SMA","False","1","After Period 2 Day 9","R","True"
"9","4","SMA","False","1","After Period 4 Day 9","L1","True"
"9","5","SMA","True","1","Before Period 5 Day 9","L2","True"
"10","2","SMA","False","1","After Period 2 Day 10","R","True"
"3","6","SMA","False","1","After Period 6 Day 3","AS","True"
"4","6","SMA","False","1","After Period 6 Day 4","AS","True"
"4","5","SMA","True","1","Before Period 5 Day 4","L2","True"
"4","4","SMA","False","1","After Period 4 Day 4","L1","True"
"4","2","SMA","False","1","After Period 2 Day 4","R","True"
"6","6","SMA","False","1","After Period 6 Day 6","AS","True"
"8","6","SMA","False","1","After Period 6 Day 8","AS","True"
"9","6","SMA","False","1","After Period 6 Day 9","AS","True"
"2","2","SMA","False","1","After Period 2 Day 2","R","True"
"2","6","SMP","False","1","After Period 6 Day 2","AS","True"
"2","2","SMP","False","1","After Period 2 Day 2","R","True"
"2","4","SMP","False","1","After Period 4 Day 2","L1","True"
"2","5","SMP","True","1","Before Period 5 Day 2","L2","True"
"5","6","SMP","False","1","After Period 6 Day 5","AS","True"
"5","2","SMP","False","1","After Period 2 Day 5","R","True"
"10","6","SMP","False","1","After Period 6 Day 10","AS","True"
"9","6","SMP","False","1","After Period 6 Day 9","AS","True"
"10","4","SMP","False","1","After Period 4 Day 10","L1","True"
"10","5","SMP","True","1","Before Period 5 Day 10","L2","True"
"1","6","SMP","False","1","AfterPeriod6Day1","AS","True"
"10","2","SMP","False","1","After Period 2 Day 10","R","True"
"8","2","SMP","False","1","After Period 2 Day 8","R","True"
"4","4","SMP","False","1","After Period 4 Day 4","L1","True"
"4","5","SMP","True","1","Before Period 5 Day 4","L2","True"
"7","6","SMP","False","1","After Period 6 Day 7","AS","True"
"8","6","SMP","False","1","After Period 6 Day 8","AS","True"
"5","1","SPK","True","1","Before Period 1 Day 5","BS","False"
"5","2","SPK","False","1","After Period 2 Day 5","R","False"
"5","4","SPK","False","1","After Period 4 Day 5","L1","False"
"5","5","SPK","True","1","Before Period 5 Day 5","L2","False"
"5","6","SPK","False","1","After Period 6 Day 5","AS","False"
"10","1","SPK","True","1","Before Period 1 Day 10","BS","False"
"10","2","SPK","False","1","After Period 2 Day 10","R","False"
"10","4","SPK","False","1","After Period 4 Day 10","L1","False"
"10","5","SPK","True","1","Before Period 5 Day 10","L2","False"
"10","6","SPK","False","1","After Period 6 Day 10","AS","False"
"3","1","SPK","True","1","Before Period 1 Day 3","BS","False"
"3","2","SPK","False","1","After Period 2 Day 3","R","False"
"8","1","SPK","True","1","Before Period 1 Day 8","BS","False"
"8","2","SPK","False","1","After Period 2 Day 8","R","False"
"3","4","SPK","False","1","After Period 4 Day 3","L1","False"
"3","5","SPK","True","1","Before Period 5 Day 3","L2","False"
"3","6","SPK","False","1","After Period 6 Day 3","AS","False"
"6","6","SPK","False","1","After Period 6 Day 6","AS","True"
"8","6","SPK","False","1","After Period 6 Day 8","AS","False"
"8","5","SPK","True","1","Before Period 5 Day 8","L2","False"
"8","4","SPK","False","1","After Period 4 Day 8","L1","False"
"1","4","SPK","False","1","AfterPeriod4Day1","L1","True"
"1","5","SPK","True","1","BeforePeriod5Day1","L2","True"
"9","4","SPK","False","1","After Period 4 Day 9","L1","True"
"9","5","SPK","True","1","Before Period 5 Day 9","L2","True"
"2","4","SPK","False","1","After Period 4 Day 2","L1","True"
"2","5","SPK","True","1","Before Period 5 Day 2","L2","True"
"7","4","SPK","False","1","After Period 4 Day 7","L1","True"
"7","5","SPK","True","1","Before Period 5 Day 7","L2","True"
"2","4","STY","False","1","After Period 4 Day 2","L1","True"
"2","5","STY","True","1","Before Period 5 Day 2","L2","True"
"3","6","STY","False","1","After Period 6 Day 3","AS","True"
"4","2","STY","False","1","After Period 2 Day 4","R","True"
"5","6","STY","False","1","After Period 6 Day 5","AS","True"
"8","6","STY","False","1","After Period 6 Day 8","AS","True"
"9","4","STY","False","1","After Period 4 Day 9","L1","True"
"9","5","STY","True","1","Before Period 5 Day 9","L2","True"
"9","6","STY","False","1","After Period 6 Day 9","AS","True"
"10","6","STY","False","1","After Period 6 Day 10","AS","True"
"6","6","STY","False","1","After Period 6 Day 6","AS","True"
"1","2","STY","False","1","AfterPeriod2Day1","R","True"
"1","6","STY","False","1","AfterPeriod6Day1","AS","True"
"4","4","STY","False","1","After Period 4 Day 4","L1","True"
"4","5","STY","True","1","Before Period 5 Day 4","L2","True"
"4","6","STY","False","1","After Period 6 Day 4","AS","True"
"1","4","STY","False","1","AfterPeriod4Day1","L1","True"
"1","5","STY","True","1","BeforePeriod5Day1","L2","True"
"6","4","STY","False","1","After Period 4 Day 6","L1","True"
"6","5","STY","True","1","Before Period 5 Day 6","L2","True"
"7","2","STY","False","1","After Period 2 Day 7","R","True"
"7","4","STY","False","1","After Period 4 Day 7","L1","True"
"2","2","STY","False","1","After Period 2 Day 2","R","True"
"9","2","STY","False","1","After Period 2 Day 9","R","True"
"2","2","TSI","False","1","After Period 2 Day 2","R","True"
"4","4","TSI","False","1","After Period 4 Day 4","L1","True"
"4","5","TSI","True","1","Before Period 5 Day 4","L2","True"
"9","2","TSI","False","1","After Period 2 Day 9","R","True"
"1","4","TSI","False","1","AfterPeriod4Day1","L1","True"
"1","5","TSI","True","1","BeforePeriod5Day1","L2","True"
"3","4","TSI","False","1","After Period 4 Day 3","L1","True"
"3","5","TSI","True","1","Before Period 5 Day 3","L2","True"
"3","6","TSI","False","1","After Period 6 Day 3","AS","True"
"4","2","TSI","False","1","After Period 2 Day 4","R","True"
"6","4","TSI","False","1","After Period 4 Day 6","L1","True"
"6","5","TSI","True","1","Before Period 5 Day 6","L2","True"
"8","6","TSI","False","1","After Period 6 Day 8","AS","True"
"8","4","TSI","False","1","After Period 4 Day 8","L1","True"
