"Roll Class Code","Roll Class Block","ColourCode","Periods","Doubles","Triples","Quadruples","Load","Class Code","Class Name","Class Suffix","Teacher Code","Faculty Code","Room Code","Site No","Row No","ClassGroupGuid","RollClassGuid","TeacherGuid","FacultyGuid","RoomGuid","ClassNameGuid"
"10","I","23","2","0","0","0","1.00","1PFR106","Physical Fitness and Recreation Year 10 Sem 16","6","OHA","","R11","1","7","{7FFCC4A2-A6EF-4179-882F-4CEDF7D9CF15}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{9C24F46D-B4DD-4132-AE3F-D57B95F5B503}","","{8A9E4A1E-2398-4D6D-8712-7C8E59DFDE08}","{9E0F2F29-A1F1-4D01-85D4-AB7EEC81627F}"
"10","I","23","2","0","0","0","1.00","1SCE106","Environmental Science Year 10 Sem 16","6","GIB","","","1","8","{7FFCC4A2-A6EF-4179-882F-4CEDF7D9CF15}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{FD728803-54DE-45AB-9813-96E17E2EF7A6}","","","{49D9DCE8-4C84-42A8-B0D1-1AF284C30F04}"
"10","J","63","4","2","0","0","1.00","1AFP107","Visual Arts Folio Preparation Year 10 Sem 1 Wed7","7","SCO","","T3","1","1","{D7341C48-83FE-47CF-B12D-740BED48ADE3}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{FD96B827-3789-4AFF-89D0-76165BAECE52}","","{E79ECDB5-EC29-45AA-A6F1-B287601D029B}","{7D0B314A-7F28-488C-B837-DA5B53914961}"
"10","J","63","4","2","0","0","1.00","1BEN107A","Entrepreneurship - Mini Business Year 10 Sem 1 Wed7A","7A","TSI","","","1","2","{D7341C48-83FE-47CF-B12D-740BED48ADE3}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{940569E0-0777-41AD-B2BB-E53D63829C2B}","","","{DB52B1F2-6CA3-4CEC-9A17-604FA57A66CA}"
"10","J","63","4","2","0","0","1.00","1BEN107B","Entrepreneurship - Mini Business Year 10 Sem 1 Wed7B","7B","CDS","","","1","3","{D7341C48-83FE-47CF-B12D-740BED48ADE3}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{DB00DEA4-0EE4-4B76-BD57-BD2C938F82F3}","","","{63AF7290-B13C-4E35-9225-7BA4D7ABE684}"
"10","J","63","4","2","0","0","1.00","1MSG107","Maths Support - General Maths Year 10 Sem 1 Wed7","7","ARN","","","1","4","{D7341C48-83FE-47CF-B12D-740BED48ADE3}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{83D556DD-E5DE-479B-A681-DE60B2931BAA}","","","{84F07AFF-32F2-4F98-8FB2-A2A862A8713F}"
"10","J","63","4","2","0","0","1.00","1MSM107","Math Support - Methods Year 10 Sem 1 Wed7","7","STY","","","1","5","{D7341C48-83FE-47CF-B12D-740BED48ADE3}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{561BBEC4-67AC-4426-91B4-DF10EA8D4093}","","","{BAAAFB5E-4D67-4A59-A7A5-9C805D5DA8E9}"
"10","J","63","4","2","0","0","1.00","1PES107","Exercise Science Year 10 Sem 1 Wed7","7","KNK","","","1","6","{D7341C48-83FE-47CF-B12D-740BED48ADE3}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{1F09A348-2416-4056-BD7C-208E535CD227}","","","{10EFC6DA-DD68-44B2-8FC0-41321CF6FF57}"
"10","J","63","4","2","0","0","1.00","1PIH107","Inside Health Year 10 Sem 1 Wed7","7","SMA","","","1","7","{D7341C48-83FE-47CF-B12D-740BED48ADE3}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{154265BE-27BD-455B-9C38-D18B83000A2A}","","","{3BF569C8-4AFE-4443-B997-F000FF3214E5}"
"10","J","63","4","2","0","0","1.00","1STM107","STEM10 Year 10 Sem 1 Wed7","7","RIG","","","1","8","{D7341C48-83FE-47CF-B12D-740BED48ADE3}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{9332A614-DF91-49BD-B906-2483EC98BCBF}","","","{C95A97B0-1828-4DA1-8007-D3042BE99728}"
"10","K","62","2","0","0","0","1.00","1PCR10A","Pastoral Care Year 10 Sem 1A","A","HOY","","S6","1","1","{35DDFCE8-78D3-4BF1-9620-5ADD94DD64D7}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{F8D3DB52-F315-4CA7-ABA4-649249D8B40E}","","{24F88FAE-280A-4EDA-B6B7-DD6D850C1EC3}","{64716A3E-2A4E-4BD4-87A6-A90240DC9456}"
"10","K","62","2","0","0","0","1.00","1PCR10B","Pastoral Care Year 10 Sem 1B","B","KNK","","S5","1","2","{35DDFCE8-78D3-4BF1-9620-5ADD94DD64D7}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{1F09A348-2416-4056-BD7C-208E535CD227}","","{97391393-F2D1-4A3A-BF11-964019825CDD}","{A5571A04-168A-45E0-A96B-D61A6E840F81}"
"10","K","62","2","0","0","0","1.00","1PCR10C","Pastoral Care Year 10 Sem 1C","C","ARN","","R10","1","3","{35DDFCE8-78D3-4BF1-9620-5ADD94DD64D7}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{83D556DD-E5DE-479B-A681-DE60B2931BAA}","","{96800A09-CC87-4E2A-8872-AE1107C05E0E}","{2942AEC5-6F73-4BE7-BD97-982010CDDD52}"
"10","K","62","2","0","0","0","1.00","1PCR10D","Pastoral Care Year 10 Sem 1D","D","RIG","","S4","1","4","{35DDFCE8-78D3-4BF1-9620-5ADD94DD64D7}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{9332A614-DF91-49BD-B906-2483EC98BCBF}","","{F5456ABA-00C2-45CE-BB60-E7CBB0EFC571}","{F4FDD5DF-42E7-4D0B-BAA5-7031B8D43C51}"
"10","K","62","2","0","0","0","1.00","1PCR10E","Pastoral Care Year 10 Sem 1E","E","BII","","S2","1","5","{35DDFCE8-78D3-4BF1-9620-5ADD94DD64D7}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{41E620C4-B0F1-4079-9A4E-F892B018EACE}","","{33B5E2FE-C2CB-405C-9EEA-09D1383A41A4}","{9E5D9925-92F3-47C5-90B1-83C78CBF2813}"
"10","K","62","2","0","0","0","1.00","1PCR10F","Pastoral Care Year 10 Sem 1F","F","TSI","","R14","1","6","{35DDFCE8-78D3-4BF1-9620-5ADD94DD64D7}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{940569E0-0777-41AD-B2BB-E53D63829C2B}","","{EEDE2752-43C4-4F54-8ED4-56F6F3008466}","{0A05F51F-B769-4672-9F78-40D8F6B5C1B8}"
"10","K","62","2","0","0","0","1.00","1PCR10G","Pastoral Care Year 10 Sem 1G","G","SCO","","S3","1","7","{35DDFCE8-78D3-4BF1-9620-5ADD94DD64D7}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{FD96B827-3789-4AFF-89D0-76165BAECE52}","","{FCE0E0C5-EBC5-4578-8AED-4913C13BDED5}","{0D68589F-AB0E-4769-B79F-F720659902D8}"
"10","K","62","2","0","0","0","1.00","1PCR10H","Pastoral Care Year 10 Sem 1H","H","CLK","","PA1","1","8","{35DDFCE8-78D3-4BF1-9620-5ADD94DD64D7}","{62FD1306-90BA-49E6-AAFA-DED12293B54F}","{A84C5BAB-EA9B-46ED-9C6C-FD899B57BF23}","","{1AAEDC09-351A-4AA2-8D15-D2460EF4CA98}","{0F979E17-160D-4079-8928-40212CB5E020}"
"09A","A","1","9","1","0","0","1.00","1ENG09A","English Year 9 Sem 1A","A","WEO","","","1","1","{F94A437B-F4CC-474A-9050-D5AC4DC19A53}","{9E98A713-DB5E-4635-9E01-5E806A84E69E}","{A0F99FC4-5F71-4977-AF50-185CCFDFB1A6}","","","{5CE52722-4D75-4169-A676-CFFD9882AE74}"
"09A","B","2","8","0","0","0","1.00","1HIS09A","History Year 9 Sem 1A","A","OBR","","","1","1","{4BFA0A39-3922-49A2-BA90-E59EA6217B3F}","{9E98A713-DB5E-4635-9E01-5E806A84E69E}","{43FF0F89-9D3B-484B-ABAC-37167FF34678}","","","{8A5F256A-9AFE-4972-BFD7-00D293531082}"
"09A","C","3","9","1","0","0","1.00","1MTH09A","Mathematics Year 9 Sem 1A","A","HLE","","","1","1","{40FFB6B7-924E-48ED-9F3A-C9ED18C7B367}","{9E98A713-DB5E-4635-9E01-5E806A84E69E}","{06BDEDF9-1790-4533-A679-A047DDC6BEDE}","","","{E6696A1E-2E1F-4D8B-B5AB-EF1CA797D0E6}"
"09A","D","4","8","2","0","0","1.00","1SCI09A","Science Year 9 Sem 1A","A","HOY","","","1","1","{E1A7D935-2FB7-4C60-B494-9148B0C9DD6D}","{9E98A713-DB5E-4635-9E01-5E806A84E69E}","{F8D3DB52-F315-4CA7-ABA4-649249D8B40E}","","","{AB2921A3-6A97-4391-87A3-0E4EE1EF5028}"
"09A","E","6","4","2","0","0","1.00","1PED09A","Physical Education Year 9 Sem 1A","A","KNK","","","1","1","{07AEA0A7-12DA-41BF-9298-6D9863892746}","{9E98A713-DB5E-4635-9E01-5E806A84E69E}","{1F09A348-2416-4056-BD7C-208E535CD227}","","","{C3A7B215-C482-4BFC-91DC-9FC4F853A026}"
"09A","F","34","4","2","0","0","1.00","1HHD09A","Health & Human Devolopment Year 9 Sem 1A","A","KNK","","","1","1","{717980AD-B294-4AD2-922F-6C10855E5D15}","{9E98A713-DB5E-4635-9E01-5E806A84E69E}","{1F09A348-2416-4056-BD7C-208E535CD227}","","","{ADFE3388-96CA-4A16-9EE0-E4E4E8362810}"
"09A","G","63","4","2","0","0","1.00","1CBD091A","Connect Bio Dash Year 9 Sem 11A","1A","CHA","","R10","1","1","{F1ED5931-E1BA-4138-B7BF-7D079E05FDD6}","{9E98A713-DB5E-4635-9E01-5E806A84E69E}","{34596AA2-3C61-4026-BDC8-25610C7649AA}","","{96800A09-CC87-4E2A-8872-AE1107C05E0E}","{5BC9B8C3-A044-4023-94CC-7D2B4ED91275}"
"09A","H","19","6","2","0","0","1.00","1DIG095","Digital Technology Year 9 Sem 15","5","SMP","","","1","1","{B599E62B-CFCB-442A-825A-F030CBC2A840}","{9E98A713-DB5E-4635-9E01-5E806A84E69E}","{D15BAB4D-8A92-476B-8982-A571C1BDD487}","","","{B1602D5E-C41F-4C62-B254-3360A5664F80}"
"09A","I","23","6","2","0","0","1.00","1AID096","Architectual Drawing & Int. Design Year 9 Sem 16","6","FEJ","","","1","1","{5DBF20DE-A85A-4118-A48F-D923DAEE03DB}","{9E98A713-DB5E-4635-9E01-5E806A84E69E}","{40AD2993-D198-472C-996E-80E1EE35B8B3}","","","{CAF82DC4-C888-4DD4-80CE-1E60DB137D71}"
"09A","J","62","2","0","0","0","1.00","1PCR09A","Pastoral Care Year 9 Sem 1A","A","CLA","","TC1","1","1","{1F6920E1-AC2C-4378-9046-E9B7049B72BF}","{9E98A713-DB5E-4635-9E01-5E806A84E69E}","{B0520564-1ABC-4B84-BB24-43AA04D2E192}","","{A195018F-53A4-452E-8A91-25D35BE89EE8}","{88D94F32-5962-4033-B297-BD08F4A37B5E}"
"09B","A","1","9","2","0","0","1.00","1ENG09B","English Year 9 Sem 1B","B","MMH","","","1","1","{76A24975-1227-4056-B4D4-48FA66DAC910}","{1DC5C527-5B93-48B9-8983-1D45AADF3EE6}","{0B43B9CB-B165-4E07-BF44-4C7DAE17B4B9}","","","{B7F4614D-9E88-407B-93CD-1A22A9B9B052}"
"09B","B","2","8","2","0","0","1.00","1GEO09B","Geography Year 9 Sem 1B","B","CHA","","TC6","1","1","{15A66744-47F3-4414-AA26-1663CD3918D3}","{1DC5C527-5B93-48B9-8983-1D45AADF3EE6}","{34596AA2-3C61-4026-BDC8-25610C7649AA}","","{83474DFA-FC14-4FD4-8B92-AD53D107DA9B}","{C4BE0778-5C6C-4892-B869-418C7832CAF3}"
"09B","C","3","9","0","0","0","1.00","1MTH09B","Mathematics Year 9 Sem 1B","B","HLE","","","1","1","{680C79AD-F670-4484-92CD-F2B32E926D82}","{1DC5C527-5B93-48B9-8983-1D45AADF3EE6}","{06BDEDF9-1790-4533-A679-A047DDC6BEDE}","","","{B8DFF7BF-1701-4780-98B0-05043758EE22}"
"09B","D","4","8","2","0","0","1.00","1SCI09B","Science Year 9 Sem 1B","B","GIB","","","1","1","{1209224C-9D4E-4980-B0DE-EFD65A133AD2}","{1DC5C527-5B93-48B9-8983-1D45AADF3EE6}","{FD728803-54DE-45AB-9813-96E17E2EF7A6}","","","{7AA1AF34-B433-4EE0-BB9E-831C23DADD05}"
"09B","E","6","4","2","0","0","1.00","1PED09B","Physical Education Year 9 Sem 1B","B","ANM","","","1","1","{FCB97509-3E54-4C03-952D-1CDF1D90EE66}","{1DC5C527-5B93-48B9-8983-1D45AADF3EE6}","{C74BA465-52B5-4B75-9171-3E65D36CDC7E}","","","{1E59296D-707E-4F59-9551-876B4F5DB220}"
"09B","F","34","4","0","0","0","1.00","1HHD09B","Health & Human Devolopment Year 9 Sem 1B","B","ANM","","","1","1","{2DD0F123-E39E-48CA-97D9-21D3878ABCAE}","{1DC5C527-5B93-48B9-8983-1D45AADF3EE6}","{C74BA465-52B5-4B75-9171-3E65D36CDC7E}","","","{2D95633D-8802-4DA0-8DE5-D6A8C4F9A4E2}"
"09B","G","63","4","2","0","0","1.00","1CBD091B","Connect Bio Dash Year 9 Sem 11B","1B","GAM","","R11","1","1","{BB1398E1-5780-443A-839F-2F1BABCA9DC4}","{1DC5C527-5B93-48B9-8983-1D45AADF3EE6}","{16514A4B-8F47-451F-A8B4-B146F5DEE338}","","{8A9E4A1E-2398-4D6D-8712-7C8E59DFDE08}","{E2425DC2-C435-4926-94D9-FF4D006BA8A7}"
"09B","H","19","6","2","0","0","1.00","1SFS095","Forensic Science Year 9 Sem 15","5","WHE","","","1","1","{864214D6-933A-44C5-ABA5-3DFD88CA2C7F}","{1DC5C527-5B93-48B9-8983-1D45AADF3EE6}","{A410B90B-0677-4D90-9625-F32CFC477D59}","","","{B9502572-A3BE-4853-9B38-58E1D64BD921}"
"09B","I","23","6","2","0","0","1.00","1EAL096","English as an Additional Language Year 9 Sem 16","6","CLK","","","1","1","{8CB95C3A-6AFD-4E2E-B2EE-97E5A481886E}","{1DC5C527-5B93-48B9-8983-1D45AADF3EE6}","{A84C5BAB-EA9B-46ED-9C6C-FD899B57BF23}","","","{1B11DBBC-B733-41B0-95FC-5219C283993E}"
"09B","J","62","2","0","0","0","1.00","1PCR09B","Pastoral Care Year 9 Sem 1B","B","HLE","","TC3","1","1","{81001ACB-7AEA-4ED0-929E-0D7EE657790B}","{1DC5C527-5B93-48B9-8983-1D45AADF3EE6}","{06BDEDF9-1790-4533-A679-A047DDC6BEDE}","","{52A7647D-EED7-484D-8243-F04E1F9588AF}","{F727F757-D727-4204-B358-8EA07C32CF92}"
"09C","A","1","9","2","0","0","1.00","1ENG09C","English Year 9 Sem 1C","C","BII","","","1","1","{F82E392C-DBAA-4CF0-A20C-C6B37E2AAA6F}","{2261670E-7770-4C95-AB9A-542BAAB2CA77}","{41E620C4-B0F1-4079-9A4E-F892B018EACE}","","","{5CF077CA-C4A9-43F3-B7E0-E112900EB2D6}"
"09C","B","2","8","0","0","0","1.00","1HIS09C","History Year 9 Sem 1C","C","DYL","","","1","1","{2E338A90-E9AF-4405-BF22-1EA9AB64E966}","{2261670E-7770-4C95-AB9A-542BAAB2CA77}","{15F3EC69-EA61-49D3-AA8D-75D08BC3E7B8}","","","{67E7F73A-2F57-495E-B7D2-8EDFEAE92282}"
"09C","C","3","7","0","0","0","1.00","1MTH09C","Mathematics Year 9 Sem 1C","C","CKS","","","1","1","{3905C53E-E976-4754-AA46-2D2DA32F048F}","{2261670E-7770-4C95-AB9A-542BAAB2CA77}","{B43E1812-FB6A-4AC0-8271-6998E541D2C5}","","","{51DDB259-3872-43DA-BC6B-5D8486AEFBF7}"
"09C","D","3","2","0","0","0","1.00","1MTH09C","Mathematics Year 9 Sem 1C","C","CHG","","","1","1","{0CDBD988-7EA8-4760-BBD4-6F7F5451B5CB}","{2261670E-7770-4C95-AB9A-542BAAB2CA77}","{A31FA2DB-8F75-44C6-9891-82B1F6F772A4}","","","{51DDB259-3872-43DA-BC6B-5D8486AEFBF7}"
"09C","E","4","8","2","0","0","1.00","1SCI09C","Science Year 9 Sem 1C","C","SMP","","","1","1","{009003FF-94E5-425A-A731-D7D3AD7DFD62}","{2261670E-7770-4C95-AB9A-542BAAB2CA77}","{D15BAB4D-8A92-476B-8982-A571C1BDD487}","","","{869AAD1F-E901-49EB-89D0-17257BD71181}"
"09C","F","6","4","2","0","0","1.00","1PED09C","Physical Education Year 9 Sem 1C","C","CDS","","","1","1","{DB2DCDD1-463A-4B91-B2B2-B36BDC8229AD}","{2261670E-7770-4C95-AB9A-542BAAB2CA77}","{DB00DEA4-0EE4-4B76-BD57-BD2C938F82F3}","","","{5898E5E7-2079-4E3A-9C57-7DE3FB1FE20F}"
"09C","G","34","4","0","0","0","1.00","1HHD09C","Health & Human Devolopment Year 9 Sem 1C","C","CDS","","","1","1","{9A236AB0-A794-4AC6-95B3-73C4CA40C98E}","{2261670E-7770-4C95-AB9A-542BAAB2CA77}","{DB00DEA4-0EE4-4B76-BD57-BD2C938F82F3}","","","{75A30EED-0857-4510-9FAB-41FAA59D3859}"
"09C","H","63","4","2","0","0","1.00","1CBD091C","Connect Bio Dash Year 9 Sem 11C","1C","VOU","","R12","1","1","{EB3515B8-A2E1-4116-9C11-F15693442F75}","{2261670E-7770-4C95-AB9A-542BAAB2CA77}","{D7EB2A28-2089-44B1-B14E-338E0AC487E3}","","{71998A4B-E56B-4715-ADB7-6F0077F9B45F}","{7FC2890D-A1A8-442A-A18C-0B04DD10BCCC}"
"09C","I","19","6","2","0","0","1.00","1HCP095","History Crime and Punishment Year 9 Sem 15","5","DYL","","","1","1","{06B78A40-857A-4DD8-A76B-30E02EBC19FF}","{2261670E-7770-4C95-AB9A-542BAAB2CA77}","{15F3EC69-EA61-49D3-AA8D-75D08BC3E7B8}","","","{4A06DF73-0BAA-4E03-93EB-064C53908975}"
"09C","J","23","6","2","0","0","1.00","1FTA096","Food Technology Year 9 Sem 16","6","FIT","","","1","1","{07F39EDF-AAFF-418F-B9FB-340117E2AAA6}","{2261670E-7770-4C95-AB9A-542BAAB2CA77}","{FE6D7ECB-ED48-4872-8140-4CCE71FAA338}","","","{D7F52AE9-43E5-4179-9F17-C3FB0758D0D1}"
"09C","K","62","2","0","0","0","1.00","1PCR09C","Pastoral Care Year 9 Sem 1C","C","KNO","","B8","1","1","{74C199F6-E193-442F-9023-6622EEAD73EF}","{2261670E-7770-4C95-AB9A-542BAAB2CA77}","{1614F1E3-F6D5-4768-9C21-230876168BC0}","","{53079BBE-CE56-409F-9EA9-E9FD4BCF6DA8}","{659A83E8-4DF6-4896-B44A-3FC8E279DC3C}"
"09D","A","1","9","2","0","0","1.00","1ENG09D","English Year 9 Sem 1D","D","BII","","","1","1","{6463FE19-7AD5-430B-8788-BE3B19471E48}","{D92C2579-E3F9-4D43-851B-BE75BD7310D9}","{41E620C4-B0F1-4079-9A4E-F892B018EACE}","","","{75208A00-4EA1-4392-9843-B436EEDE0E68}"
"09D","B","2","8","2","0","0","1.00","1GEO09D","Geography Year 9 Sem 1D","D","CHA","","TC6","1","1","{8F8757DC-BA94-4155-BA80-47829B236DD3}","{D92C2579-E3F9-4D43-851B-BE75BD7310D9}","{34596AA2-3C61-4026-BDC8-25610C7649AA}","","{83474DFA-FC14-4FD4-8B92-AD53D107DA9B}","{F87C1369-5F9F-4DFB-B398-1BFC99857CEF}"
"09D","C","3","9","0","0","0","1.00","1MTH09D","Mathematics Year 9 Sem 1D","D","CHG","","TC5","1","1","{75346307-86CC-4189-86B9-9539B45DA983}","{D92C2579-E3F9-4D43-851B-BE75BD7310D9}","{A31FA2DB-8F75-44C6-9891-82B1F6F772A4}","","{EF229366-F5C9-4E16-827A-6BBD8716DBE6}","{7B71F5B4-4C68-40C6-B483-B4DC4BE507F7}"
"09D","D","4","8","2","0","0","1.00","1SCI09D","Science Year 9 Sem 1D","D","CDA","","","1","1","{8405C18B-93B1-4C74-9B97-DD1E6A088C72}","{D92C2579-E3F9-4D43-851B-BE75BD7310D9}","{BD28E20E-C7ED-45E1-9A42-D92A7160AD16}","","","{92B82CB7-C3E6-490C-9B74-31D010439AC7}"
"09D","E","6","4","2","0","0","1.00","1PED09D","Physical Education Year 9 Sem 1D","D","OHA","","","1","1","{8D192BD4-E143-442F-A1D7-DB959BAAA695}","{D92C2579-E3F9-4D43-851B-BE75BD7310D9}","{9C24F46D-B4DD-4132-AE3F-D57B95F5B503}","","","{9E7927EC-B0C2-4A52-BEE7-E95514AF7405}"
"09D","F","34","4","0","0","0","1.00","1HHD09D","Health & Human Devolopment Year 9 Sem 1D","D","OHA","","","1","1","{2AA22F81-5A92-4320-98E2-477946F445B6}","{D92C2579-E3F9-4D43-851B-BE75BD7310D9}","{9C24F46D-B4DD-4132-AE3F-D57B95F5B503}","","","{9FC76182-FD66-4D00-81E8-7A88C3E3B4FD}"
"09D","G","63","4","2","0","0","1.00","1CBD091D","Connect Bio Dash Year 9 Sem 11D","1D","MAZ","","TC2","1","1","{6493372B-D2BE-4E88-8789-4F006EB1A7E7}","{D92C2579-E3F9-4D43-851B-BE75BD7310D9}","{A9B87346-C226-4659-B2FC-9431F72E64AB}","","{1DDAE3A5-1647-4ACA-B92E-A61B6831B1C2}","{700D654B-0CD5-48DF-A981-DEA4C5BD10EE}"
"09D","H","19","6","2","0","0","1.00","1MUS095","Music Year 9 Sem 15","5","MAR","","PA6","1","1","{5ADA4489-34CC-48C5-9A05-93379204D5F9}","{D92C2579-E3F9-4D43-851B-BE75BD7310D9}","{41B179B0-40FC-4775-892B-160A1B443EFB}","","{32962BBE-C0FA-4FE3-8757-D2143134B670}","{C3A1C2B7-65D7-4DD5-8908-948BE9E72F5E}"
"09D","I","23","6","2","0","0","1.00","1LAN096","Languages: Italian Year 9 Sem 16","6","CLA","","","1","1","{104F2F28-E54D-47FC-AF49-53B0B6275CE9}","{D92C2579-E3F9-4D43-851B-BE75BD7310D9}","{B0520564-1ABC-4B84-BB24-43AA04D2E192}","","","{C9086513-C107-49CA-B2C5-8607BB732793}"
"09D","J","62","2","0","0","0","1.00","1PCR09D","Pastoral Care Year 9 Sem 1D","D","CHA","","TC6","1","1","{2EA97238-DC58-4D0F-AF7D-AF9F455D9A73}","{D92C2579-E3F9-4D43-851B-BE75BD7310D9}","{34596AA2-3C61-4026-BDC8-25610C7649AA}","","{83474DFA-FC14-4FD4-8B92-AD53D107DA9B}","{9B497279-BB5B-4C48-9067-39145021095E}"
"09E","A","1","9","2","0","0","1.00","1ENG09E","English Year 9 Sem 1E","E","RIC","","","1","1","{09D6DBD3-F8D2-43BC-A486-CB1F8E5BA3BF}","{76B07725-41DD-4DB2-9394-412B7B4E5DC5}","{4D3E13DC-5D7B-4A9D-BE1D-50E0BD434A8F}","","","{DC6FB2F7-EBF4-424A-9DB7-0CB5970DBFFF}"
"09E","B","2","8","2","0","0","1.00","1HIS09E","History Year 9 Sem 1E","E","VID","","","1","1","{139881D7-13D1-450F-B4A9-B1C95C28D400}","{76B07725-41DD-4DB2-9394-412B7B4E5DC5}","{87668229-91A8-4FD3-8866-FDA868C85FC0}","","","{6DD5F9F6-E3E8-414D-B405-9C99829A8408}"
"09E","C","3","9","1","0","0","1.00","1MTH09E","Mathematics Year 9 Sem 1E","E","ZAH","","","1","1","{F2CCDC8E-7910-44B3-9A46-0140319D5799}","{76B07725-41DD-4DB2-9394-412B7B4E5DC5}","{77AB2C57-DB5D-4BE4-A822-77942DEFF211}","","","{53E54AAF-60CA-4CBD-A0CF-B4A062168A20}"
"09E","D","4","8","2","0","0","1.00","1SCI09E","Science Year 9 Sem 1E","E","LIA","","","1","1","{3CD21F48-700A-41BF-9A47-92A32250078F}","{76B07725-41DD-4DB2-9394-412B7B4E5DC5}","{08D6C335-CC8C-42A9-8F3B-DD61F2C1E2E6}","","","{EB94B094-4C97-4B3B-A03D-A6E9B305365C}"
"09E","E","6","4","2","0","0","1.00","1PED09E","Physical Education Year 9 Sem 1E","E","ANM","","","1","1","{127FE53C-41A7-4836-BF33-CEEE6D8B190A}","{76B07725-41DD-4DB2-9394-412B7B4E5DC5}","{C74BA465-52B5-4B75-9171-3E65D36CDC7E}","","","{BDB86FCF-7976-4125-A0B2-01189C42BB72}"
"09E","F","34","4","0","0","0","1.00","1HHD09E","Health & Human Devolopment Year 9 Sem 1E","E","ANM","","","1","1","{D3567EE0-5527-4725-9254-351342156739}","{76B07725-41DD-4DB2-9394-412B7B4E5DC5}","{C74BA465-52B5-4B75-9171-3E65D36CDC7E}","","","{434B1C1A-7072-4753-BD84-7C2CBD29032E}"
"09E","G","63","4","2","0","0","1.00","1CBD091E","Connect Bio Dash Year 9 Sem 11E","1E","BII","","TC1","1","1","{5D85F5A4-78F9-4ADD-89C4-D4723C0E23DA}","{76B07725-41DD-4DB2-9394-412B7B4E5DC5}","{41E620C4-B0F1-4079-9A4E-F892B018EACE}","","{A195018F-53A4-452E-8A91-25D35BE89EE8}","{B387BCEC-541B-49CA-A20B-845778A470A6}"
"09E","H","19","6","2","0","0","1.00","1PFR095","Physical Fitness and Recreation Year 9 Sem 15","5","MLM","","","1","1","{39AB33E5-5808-41E2-B1EF-F935D86AB7B6}","{76B07725-41DD-4DB2-9394-412B7B4E5DC5}","{D87C6C26-0049-4698-8BCE-D1AC1921CB5E}","","","{7BEF8AB4-19EB-45F5-9C02-A4D971B757B2}"
"09E","I","23","6","2","0","0","1.00","1MAX096","Mathematical Extension Year 9 Sem 16","6","MAN","","","1","1","{3E4B9499-6B47-4265-A75B-DEA9DC04CC6C}","{76B07725-41DD-4DB2-9394-412B7B4E5DC5}","{9D91435C-C191-4ABD-8E85-A010410D9ED5}","","","{A9E18691-3CA4-4980-BCE5-F38C926455C8}"
"09E","J","62","2","0","0","0","1.00","1PCR09E","Pastoral Care Year 9 Sem 1E","E","ZAH","","R11","1","1","{EEFA9713-5FF1-4F41-BBC4-0EB690E5CC75}","{76B07725-41DD-4DB2-9394-412B7B4E5DC5}","{77AB2C57-DB5D-4BE4-A822-77942DEFF211}","","{8A9E4A1E-2398-4D6D-8712-7C8E59DFDE08}","{11F3240A-EEEF-48D6-A506-C3DBA2139869}"
"09F","A","1","9","2","0","0","1.00","1ENG09F","English Year 9 Sem 1F","F","MMH","","","1","1","{820EF8F5-BF12-417C-A272-349910513D5F}","{C0F321E4-0F95-4654-A509-D69885D18225}","{0B43B9CB-B165-4E07-BF44-4C7DAE17B4B9}","","","{DA2DBE4E-1EBD-40A1-931B-B81AB1DAB553}"
"09F","B","2","8","2","0","0","1.00","1GEO09F","Geography Year 9 Sem 1F","F","CHA","","","1","1","{23340C39-7BFB-454D-A1AC-D79F879269A3}","{C0F321E4-0F95-4654-A509-D69885D18225}","{34596AA2-3C61-4026-BDC8-25610C7649AA}","","","{25A24AFF-E50F-4150-8AED-4F9D55BA6065}"
"09F","C","3","9","0","0","0","1.00","1MTH09F","Mathematics Year 9 Sem 1F","F","CKS","","","1","1","{58ED0EB2-C1AE-45EC-8269-6EFCB0E691A2}","{C0F321E4-0F95-4654-A509-D69885D18225}","{B43E1812-FB6A-4AC0-8271-6998E541D2C5}","","","{1C516F78-B6E8-47C6-8184-2B6EF24D4145}"
"09F","D","4","8","2","0","0","1.00","1SCI09F","Science Year 9 Sem 1F","F","LIA","","","1","1","{C077CFB6-F028-47D7-BA85-3019805BB5F9}","{C0F321E4-0F95-4654-A509-D69885D18225}","{08D6C335-CC8C-42A9-8F3B-DD61F2C1E2E6}","","","{FC64892F-8D51-47B9-83B0-E77195B2431E}"
